App Name,description
 Mortgage Refinance Calculater ," % Mortgage Loansأ¢â‚¬آ¦ What's The Catch mortgage refinance calculator with taxes?While there are several different types of 1% mortgage loans, there are really only two major keys to winning with a 1% mortgage loan. The first key is to make sure the loan is set up correctly from the beginning. And the second is to make sure you are using the loan correctly to gain the most benefit. First, letأ¢â‚¬â„¢s talk about how the loan works. Then weأ¢â‚¬â„¢ll get into how to set the loan up correctly so you can reap the financial rewards these mortgage loans have to offer. To start with, 1% mortgage loans have payment options. Each month when you get your mortgage statement you will have the option to make a 30 year fixed payment, a 15 year fixed payment, an interest-only payment, and a minimum payment at 1%. Although you are given several payment options, you should only select the 1% minimum paymentWhy We Used This free mortgage refinance Calculator?Because if you wanted to make a 30 year fixed, 15 years fixed, or interest-only payment, you would be better off getting that type of loan. Typically, these payments are higher with a payment option mortgage loan. If you select the 1% minimum payment your first benefit will be a significant monthly payment reduction. Your mortgage payment will likely be cut in half. Of course, this is a pretty attractive first benefit for most homeowners.To compound the effectiveness of selecting the 1% minimum payment you should save what you save. For instance, letأ¢â‚¬â„¢s say you refinanced your home with a 1% mortgage loan, paid off all your credit cards, and reduced your monthly payment by $1,000 a month. Now, if you save that $1,000 a month for yourself instead of giving it to your creditors, you will have $60,000 in cash at the end of five years - And thatأ¢â‚¬â„¢s with a zero percent return. Hereأ¢â‚¬â„¢s the second benefit to selecting the 1% minimum payment optionTax savings mortgage refinance calculator excel.If you make an interest-only payment your mortgage balance will stay the same. If you make a 1% minimum payment you are actually paying less than interest only. Therefore, you are creating deferred interest which makes your mortgage balance increase each month. Before you freak out, keep in mind that deferred interest is mortgage interest and is therefore tax-deductible. Letأ¢â‚¬â„¢s say your home is going up in value to $2,000 a month. The 1% mortgage loan will allow you to take a small piece of that appreciation, say $500 a month, and turn it into a tax deduction. So you are taking a small piece of your equity each month and turning it into a tax deduction. If you did not do this, all of your appreciation would be locked up in equity. Equity is terrific and is certainly one of the many benefits of homeownership. But investing in equity will get you a zero percent return. No one is going to cut you a check each month for the equity in your home. As a matter of fact, if you wanted to get the equity out of your home you would have to sell your home or get a loan. And you better qualify or you will not be able to get a loan. So why not take a small piece of your equity each month, turn it into a tax deduction, and at the same time save $1,000 a month for yourself? You will still have plenty of equity but with a 1% mortgage loan, you will have cash AND equity. If you do this for any length of time you will come out way further ahead financially than if you did a regular 30 year fixed or an interest-only mortgage loan. By the way, if the deferred interest is a concern, try making bi-weekly payments. Making a bi-weekly payment will reduce, and in some cases eliminate the deferred interest all together. Which means your mortgage balance would not increase."
 Square Insurance ,"Square Insurance has now made insurance plans comparing and buying an easy process. Now all your Insurance needs are available at your fingertips. Square Insurance is a leading insurance aggregator in India providing insurance policies from top insurance companies.Apart from giving the best insurance advice with the best plans at a very competitive price, Square Insurance aims to make the process of finding and keeping the insurance policy easy. It is a tedious and old-school job to maintain the insurance paperwork. You have to go through several documents when you need them the most. Whether it is for emergency hospitalization or for your car repair or for any other reason, you will have your insurance policy documents ready and handy on your app.Whether you are planning to buy health insurance, motor insurance, travel insurance, critical illness cover, or personal accident policy - Square Insurance is going to be your one-stop destination.Discover the world of insurance. Good Hands - Good Life!"
 Credit Limit App-GalaxyCard ," GalaxyCard is the only Shop Now Pay Later App that gives you Instant credit limit in just 3 minutes. From golgappas to mobile phones you can buy anything with the ?25,000 credit limit. GalaxyCard gives you interest-free credit limit for 45 days on your credit score.  You can convert your bills into convertible EMIs.Use the GalaxyCard credit limit at any store that accepts UPI, or recharge mobile or DTH. Shop and Pay later using the credit app GalaxyCard.How to Get a Credit Limit of ?25,000 in 3 Minutes and Improve Your Credit Score?Download GalaxyCardAdd your PAN and AadhaarUse your instant credit limitRefer and win rewards on the app When do I have to repay?Your credit cycle is from 1st to 31st of the month. This means that whatever you spend using GalaxyCard from 1st to 31st, you will have to pay by the 15th of next month.What is GalaxyCard?GalaxyCard works similar to a credit card and even better. No hassle or long queues at banks, no extra paperwork. Just with a few clicks, you can avail of instant credit. No more keeping your wishes on the list. Get started with just your PAN and Aadhar and get an instant credit limit. Once your credit limit is approved you will see it on the screen.What Features Does GalaxyCard Provide as a Credit app?Free Credit ScoreAre you aware of your credit score? A good credit score makes sure that you are eligible to get a credit limit and avoid financial stress. You can pay easily on our app and remove any stress about disturbing your credit scoreBuy Now, Pay Later Enjoy a seamless shopping experience with the Buy Now, Pay Later policy. Best app for your credit limit and do any type of online transaction and pay all your bills online without worrying about credit. Use GalaxyCard at any shop that accepts UPI payments!Pay Through UPIWith GalaxyCard you can scan UPI QR codes anywhere, anytime you want for whatever you want to buy. Pay easily using GalaxyCard credit and repay it back within 45 days to not mess up your Credit score.What Is The Fee And Interest Rate?GalaxyCard does not have any kind of annual fee. We give you credit with absolutely 0% interest. Use your credit app everywhere. That is why it is better than other cards!Is it a Personal Loan App?Personal Loan App charges interest from the day you borrow money from them. But GalaxyCard is not a personal loan app and gives you interest-free money for up to 45 days!How long do I have to wait for approval?You can get your credit line in just 3 minutes. Everything on the GalaxyCard app is done by our intelligent credit underwriting algorithm. With which applications are processed instantly.How Long do I need to wait to make a payment?There is absolutely no wait. You donأ¢â‚¬â„¢t need to wait for 2-3 weeks to get a physical card. Just use it then and there through UPI or scan any QR code.Will I get a Physical GalaxyCard?GalaxyCard ensures that your phone is your credit line and you wonأ¢â‚¬â„¢t need a physical card at all.What is the Credit Limit APR?You get credit interest-free for 45 days.You can know more about GalaxyCard at our website: www.galaxycard.inSome Important InformationMin. period for repayment: 15 Days (If you transact on the last day of the billing cycle)Max period for repayment: 45 days (If you transact on the first day of the billing cycle) Maximum APR: 42.48%Other fees and charges GalaxyCard is compliant with all rules and guidelines of the Reserve Bank of India (RBI) and discloses all its charges, Terms of service and follows a Fair Practice Code as suggested by the RBI"
 Tommys Tax - Tax Refund's ," If you are employed or self-employed claiming tax has never been easierThe Tommys Tax App is the award-winning app that puts all of the processes for a tax refund into one simple placeSimply upload your P60 if you are employed, or invoices if your Self Employed, and fill in your expenses and we will calculate your free tax refund quoteWith our expertise, we get on average 38% more than the average self claim from HMRC. Tommys Tax is the best in every way to claim a tax refund:It's the fastest way to claim a refundThe easiest way to claimAnd the best way to get the maximum refund!Tax refunds have never been so easy!Payments can be as quick as 72 hours paid by instant transfer into your nominated bank account.The app also has great free features like:- Invoice Maker - Bookkeeping section- Tax Refund Calculator- Expense Checker - Help sectionPermissionsأ¢â‚¬آ¢ Storage/All files permission. This app needs Storage/Manage all files permissions to generate PDF for the Invoice Maker.Download today for your free, no-obligation quote"
 Flex - Rent On Your Schedule ," Description   Rent pay your way.Flex splits your rent in two, reducing أ¢â‚¬إ“first of the month'' worry while allowing you to pay rent on time, improve cash flow, and build your credit history. With Flex, you have the power over the way you pay bills.Each month, you pay half of your total rent and finance the other half with a Flex Line of Credit, with the flexibility to choose your second payment date to better align with your paycheck.Flex charges a monthly fee of $14.99, and an additional processing fee is applied based on your choice of payment method.**Flex Services are offered for a monthly membership fee of $14.99, which includes access to a Flex Line of Credit account from Blue Ridge Bank, N.A. Member FDIC at 0% APR. A processing fee based on your choice of payment is also charged. Membership will automatically renew until canceled. Members must make their initial payment and repay their Line of Credit in full each month to use Flex for the following month. Flex reports your payment history to TransUnion, and late or missed payments may be reflected on your credit report. Not all applicants are approved. Terms & conditions apply."
 Aria  ," Description   Aria is a powerful native text editor for code and markup. Designed for Mac, it comes with all the macOS user interface that you know and all the classic features like tabs, shortcuts and more.Aria comes with a bunch of powerful smart features designed for pros. Use the file explorer to open your projects in one window. Manage your files like never before by splitting your editor to open multiple files at once. Reorder your editor with drag and drop. Create your custom header templates in a few clicks.All those powerful features are combined with a great user interface that takes advantage of the new Dark Mode of macOS Mojave.Aria supports syntax coloring for the following languages :- Makefile- C- HTML- PHP- CSS- Python- Markdown- JSONAnd a lot more to come."
 Code App  ," Description   We built Code App to bring desktop-like code editing experience to iPadOS.See the project's source code, roadmap, discussion, and documentation on GitHub: github.com/thebaselab/codeapp Features:Local Node.js 16, Python 3.9, PHP 8, C, C++ (Clang 14) runtime أ¢â‚¬آ¢ Run code written in these languages locally أ¢â‚¬آ¢ Built-in Matplotlib, Pandas, Numpy أ¢â‚¬آ¢ Install modules with pip or npm (pure Python / JavaScript modules only, modules like opencv won't install ) أ¢â‚¬آ¢ Install global commands such as typescript and prettierSFTP / FTP Support أ¢â‚¬آ¢ Browse and edit files on your remote server أ¢â‚¬آ¢ Access remote terminal using SSHServer-side code execution for 40+ languagesأ¢â‚¬آ¢ Requires an active internet connectionأ¢â‚¬آ¢ Inputs can be submitted before runtimeأ¢â‚¬آ¢ Single file onlyGit Integration أ¢â‚¬آ¢ Clone private repositories أ¢â‚¬آ¢ Commit, push or fetch changes from remote أ¢â‚¬آ¢ File status indicator أ¢â‚¬آ¢ Gutter indicator أ¢â‚¬آ¢ Checkout to branches or tags أ¢â‚¬آ¢ Compare difference between commits أ¢â‚¬آ¢ Search for repositories on GitHubBuilt-in terminal أ¢â‚¬آ¢ 70+ Linux commands (ls, cd, nslookup etc.) أ¢â‚¬آ¢ Bash-like user primitives such as piping, history and completionMonaco Editor - the same editor that powers desktop VS Code أ¢â‚¬آ¢ Find & replace أ¢â‚¬آ¢ Mini Map أ¢â‚¬آ¢ TextMate colour themes: VS Dark+, VS Light+, Solarized (Light & Dark), Xcode Dark, Black Ocean, Monokai Dimmed, Quiet Light أ¢â‚¬آ¢ Support for Trackpad / Mouse scrolling أ¢â‚¬آ¢ Rich IntelliSense for TypeScript, JavaScript, CSS, LESS, SCSS, JSON, HTML أ¢â‚¬آ¢ Multi-cursor أ¢â‚¬آ¢ And other text editing features available on desktop VS Codeأ¢â‚¬آ¢ Dark / Light Modeأ¢â‚¬آ¢ Markdown file preview أ¢â‚¬آ¢ Preview your web project with built in web serverأ¢â‚¬آ¢ Files App Integrationأ¢â‚¬آ¢ Multiple Files Searchingأ¢â‚¬آ¢ GB / EUC KR encoding supportSupported languages for local execution:- Python 3.9.2- JavaScript (Node.js 16.14.2)- PHP (8.0.8)- C, C++ (Clang 14.0.0)Supported languages for server-side execution:Assembly (NASM 2.14.02)Basic (FBC 1.07.1)C# (Mono 6.6.0.161)COBOL (GnuCOBOL 2.2)Common Lisp (SBCL 2.0.0)D (DMD 2.089.1)Elixir (1.9.4)Erlang (OTP 22.2)Fortran (GFortran 9.2.0)Go (1.13.5)Groovy (3.0.3)Haskell (GHC 8.8.1)Java (OpenJDK 13.0.1)Kotlin (1.3.70)Lua (5.3.5)Objective-C (Clang 7.0.1)OCaml (4.09.0)Octave (5.1.0)Pascal (FPC 3.0.4)Prolog (GNU Prolog 1.4.5)R (4.0.0)Ruby (2.7.0)Rust (1.40.0)Scala (2.13.2)Swift (5.2.3)TypeScript (3.7.4)Visual Basic.Net (vbnc 0.0.0.5943)Twitter: twitter.com/thebaselabSupport Email: support@thebaselab.comGitHub: github.com/thebaselab/codeappPrivacy Policy: thebaselab.com/privacypoliciesTerms of Use (EULA): www.apple.com/legal/internet-services/itunes/dev/stdeula/"
 Kodex  ," Description   Kodex is an advanced code editor which brings powerful and desktop-class editor features to your iPad or iPhone:* Multi-caret editing, to quickly transform code selections.* Regex search and replace, with template matching and replace-all-matches.* Minimap which allows quick scroll navigation though the document.* Multiple window support* Syntax highlighting for over 150 languages.* Trackpad support with custom gestures to add cursors (ctrl+shift+click).* Auto complete feature (currently only for HTML).* Add as many guide columns as you wish (default 80 and 120 characters).* Configurable tab size (default 4 spaces), or insert spaces when pressing tab.* Draw hints for invisible characters such as new lines, tabs, and spaces.* Customizable key bindings, so you can configure Kodex to use the same key combos you are already used to.* Kodex smartly preserves your open documents so that your work stays as you left it between launches.* Light and Dark modes.Kodex is integrated with the Files app, so you can easily open files from any other app, and from your iCloud documents folder.You can launch Kodex QuickEdit from any file sharing view in any app to edit its contents without launching the main Kodex App (be aware this functionality depends on the host app implementing the sharing activity properly).Included are 10 editor themes, and several monospaced fonts for code editing (you can install your own preferred fonts using system profiles). Font size and line spacing are adjustable, so you can configure Kodex to best fit your preferred screen size, arrangement, and orientation.Kodex is not a compiler, and you can not build or run the code you edit from it. Think of Kodex as a NotePad++ or Sublime Text substitute for iPhone and iPad.Kodex is currently optimized for external keyboards, such as Apple's Smart Keyboard for the iPad Pro, or any bluetooth/USB keyboard. More virtual keyboard features will be added in a future version."
 MarkGit  ," Description   A touchscreen-friendly git client and code editor.Features- Git operations:  - clone, commit, pull, push, file history, add/remove remote ...  - supports github, gitlab, and gitee;  - various authentication: oAuth, token and SSH key;  - sync submodules;- Text editor:  - syntax highlighting;  - auto-complete for Python, javascript/Typescript, HTML;  - simple and fast text search;  - touchscreen-friendly;   - preview html and markdown documents;- Working together with other apps:  - open file system, can be opened in files and other apps;  - can open repositories created by other apps as well;- Able to run code directly in a few programming languages including Python, javascript/typescript;"
 Hacker Type - code snippets  ," Description   Nail your demo by auto typing code snippet directly onto your code editorHacker Type is a fun but smarts source editor extension that allows us to auto type, like hacker type, into our  editor tab console.I have given lots of tech talks and find the need to paste or type code snippet in a smart and cool way. What would be better than having the code snippet automatically typed in so we don't need to remember the concrete code syntax. Enter Hacker Type.To use this, open the associated mac app, press plus to start adding code snippet.For each code snippet, there is a header and a text. The header is for generating MARK comment header, and the text is the code snippet itself.You can also press up and down arrow icon button to change the order of the selected snippet.In Xcode, the extension is available via Editor -> Hacker Type menu. There are many actions- Reload snippets: Re read all snippets that you have added via the mac app- Previous snippet: Select the previous snippet in case you have many snippets- Next snippet: Select the next snippet in case you have many snippets- Type: auto type code base on the selected snippet. By default the selected snippet is the first one in your snippet list- Restart type: move the caret position to the start of the currently selected snippet so you can type from the beginningFor quick action, you can set shortcut to Hacker Type menu item to quickly execute it."
 ColourConvert  ," Description   ColourConvert makes converting colours between programming languages easy.How easy, you ask?Itأ¢â‚¬â„¢s just Three Simple Steps. 1. Paste your codes2. Select the type that you want to convert to 3. Copy the resultItأ¢â‚¬â„¢s that simple.No need to fumble with declarations of the type of language youأ¢â‚¬â„¢ve inputted. Itأ¢â‚¬â„¢s all automated.No need to convert one by one either. You may do so in bulk.No need to select the converted text yourself. A simple button click will do.Currently, ColourConvert supports 17 types of colour representations, with more to come in the near future.These representations includes:Web Platforms:- # Hex codes (3, 4, 6 and 8 digit codes, in the form of # RRGGBBAA)- rgb() and rgba()- hsl() and hsla()- hwb()Apple ecosystem:- UIColor RGB (Swift and Objective-C)- NSColor RGB (Swift and Objective-C)- Xcode Color Literal- SwiftUI Color RGB- CIColor RGB (Swift)- CGColor RGB (Swift)More ways to represent colour will be added progressively. You may also contact me, the developer of ColourConvert, via my email listed in the appأ¢â‚¬â„¢s Help menu.Alternatively, thereأ¢â‚¬â„¢s another, even more convenient way of converting colour representations.ColourConvert uses macOSأ¢â‚¬â„¢ Service menu to deliver this.Users can convert these representations, directly on native Mac text editor apps such as Xcode, TextEdit, BBEdit and more.This can be done by simply selecting the colour representation in your text, and right click to select the conversion options in the Service menu. Do note that, not all conversions are listed in the Service menu, and you many need to configure which you would like to show in the System Preferences app, Keyboard menu, Shortcuts > Services pane.ColourConvert does not require any internet connection to use. Please do refer to the Privacy Policy at https://www.vincent-neo.com/privacy for more privacy related information.ColourConvert can be used free, with limitations. Limitations are denoted with a lock icon in the app. You may unlock all limitations by purchasing a one-time full unlock, where they will enjoy all features in a single purchase.Alternatively, you may also unlock all limitations by subscribing to ColourConvert. Subscription will auto-renew every month, unless cancelled.Terms of Use (Standard EULA): https://www.apple.com/legal/internet-services/itunes/dev/stdeula/Privacy Policy: https://www.vincent-neo.com/privacy"
 Bakery - Simple Icon Creator  ," Description   Generate beautiful placeholder app icons for your Xcode projects with Bakery!If your homescreens are filled with apps with the white placeholder icon, Bakery is for you! Quickly generate beautiful simple and distinctive app icons that make your (side) projects stand out!Features- Add icons and emoji to your app icons- Add an image to convert it to the right dimensions for your app icons- Change the background color- Change the icon color- Change icon weight from Ultrathin to Heavy- Drag and Drop directly into you assets.xcassets folder in Xcode- Add custom colors to customize your icons to your own apps style- Generate App Store Screenshots with helpful templatesMore icon sets and functionality coming soon. If you have any suggestions, send them my way at jordi@goodsnooze.com"
 Jayson  ," Description   Jayson is a simple yet powerful JSON viewer and editor with Siri Shortcuts, Share Sheet Actions and URL schemes.Features include:- Browse JSON files stored on your device.- Toggle between viewing JSON in a table or as syntax highlighted text.- Tabbed interface to quickly switch between files or different objects in a single file.- Use multiple splits to easily compare JSON documents in a single file or across multiple files.- Multiple windows on the iPad allows for even more options to browse and edit JSON documents.- Parse text or the contents of a URL in your clipboard to JSON.- Siri Shortcuts that parse JSON from a text or a link stored in your clipboard. The shortcuts can open the JSON in the app or preview it in an interactive notification.- Share Sheet Actions for parsing JSON from plain text, loading JSON from a link and importing files as JSON.- URL schemes for parsing a text, loading the contents of a link as JSON or parsing the contents of your clipboard.- Choose a location on your device to store imported files.- Highlight a key from a child of an array to quickly get an overview.- Short videos that help you get started with the app.Features that require the ""Unlock Everything"" in-app purchase:- Switch between light and dark themes.- Changing the visual appearance, including the app icon, accent color and type icons.- Opening more than two tabs."
 LaunchBuddy - Solo Developer  ," Description   Stay organised while making apps!LaunchBuddy is a tool that helps you keep track of all projects youأ¢â‚¬â„¢re working on and releases that you have planned.In LaunchBuddy you can manage Apps, App Ideas, Releases, Checklists and even Taskboards.أ¢â‚¬â€‌ App Ideas أ¢â‚¬â€‌Write down all app ideas that you have, including a short description. You can also prioritise your ideas by ordering them in a list.أ¢â‚¬â€‌ Apps أ¢â‚¬â€‌Keep track of your appsأ¢â‚¬â„¢ development status, supported platforms, store, website & social links and much more.أ¢â‚¬â€‌ Releases أ¢â‚¬â€‌Manage releases & app updates, including release dates, status and changelog. You can add tasks from a checklist to your releases in order to never forget those little details like updating screenshots or writing new marketing copy.أ¢â‚¬â€‌ Taskboards أ¢â‚¬â€‌Create taskboards with all ideas, features and issues for your apps. Use taskboards to plan what you want to implement or how you want to market an update.أ¢â‚¬â€‌ Checklists أ¢â‚¬â€‌Checklists are similar to taskboards, but thereأ¢â‚¬â„¢s a major difference: They are blueprints of tasks, that you can add to any release. These are things that you have to do before pushing at any update - like creating marketing images, refreshing screenshots and making sure that VoiceOver still works.LaunchBuddy has a generous free tier with almost all functionality included that can be used for up to 2 apps and 2 taskboards. If you need to manage more apps or want access to specific features like filtering your apps or creating custom checklists you can get LaunchBuddy Pro, which is based on pay-what-you-want, starting at tier 5 ($4.99)."
 iBetaObserver   ," Description   Stay up-to-date with the latest updates and development tools for beta official versions (iOS, iPadOS, watchOS, tvOS, macOS and Xcode)"
 Mimic XR  ," Description   Stream MoCap data to Blender in real time.Use Apple's TrueDepth camera to capture and stream your facial expressions directly to Blender over WiFi.  You can see the results on your rigged character as you record!  Mimic also captures audio as you record, which can be synced to your motion captures in the Blender's Video Editor.Visit our website, XR.Tools to download the Blender plugin, check out tutorials, and see what else we have in the works."
 Rankin," Description   Track your apps rankings in real-time on all markets you want with Rankinأ¢â‚¬â„¢.All ranking and reviews are provided by iTunes, your App Store Connect or Apple Developer account are not required to use Rankinأ¢â‚¬â„¢.Features:أ¢â‚¬آ¢ Get a real-time ranking of your apps and competitorsأ¢â‚¬آ¢ See reviews of you appsأ¢â‚¬آ¢ Manage favorites marketأ¢â‚¬آ¢ Easy to use with a simply interfaceأ¢â‚¬آ¢ No ads or annoying pop-upsأ¢â‚¬آ¢ Full support of the iOS Dark Themeأ¢â‚¬آ¢ Customize the global appearanceAnd if you like it and to support us, please give us a 5 stars review, youأ¢â‚¬â„¢ll make us more than happy ;)Any question? Any problems? Or ideas for new features? Send us an email to romaintalleu44@gmail.com"
 RevenueCat Notification Client  ," Description   This app allows you to receive push notifications for every RevenueCat event, including subscriptions, purchases, refunds, renewal, cancellation and more. It also provide realtime overview and breakdowns of your daily sales. And you can do that without telling us your RevenueCat account or password.FEATURE HIGHLIGHTSأ¢â‚¬آ¢ No adsأ¢â‚¬آ¢ Receive push notification for every in-app-purchase made by the users.أ¢â‚¬آ¢ط¢آ Keep track of your daily revenue in the real time.أ¢â‚¬آ¢ Hear sales amount as notification alert sound.أ¢â‚¬آ¢ The app does not require your RevenueCat account or password to function. It's achieved through RevenueCat webhooks.أ¢â‚¬آ¢ See the most recent events inside the app in the inbox tab. It auto-refreshes.أ¢â‚¬آ¢ Multi-device support -- receive notifications on more than one devices.أ¢â‚¬آ¢ط¢آ Full dark mode support."
 Color Pro Picker ," Description   Color Pro is the best way to find and display colors and it's completely free.Effortlessly pan and zoom a photo to pinpoint specific colors.Tweak or create from scratch using high-precision values up to 16-bits per channel (the max displayable on an iPhone or iPad).Swipe the screenshots. If you need it, youأ¢â‚¬â„¢ll know.Features:أ¢â‚¬آ¢ Human color namesأ¢â‚¬آ¢ Eyedropper Tool أ¢â‚¬â€œط¢آ Pick a color from an Image or the Cameraأ¢â‚¬آ¢ Digital or Ink أ¢â‚¬â€œ RGB + CMYK modesأ¢â‚¬آ¢ Bits Per Channel أ¢â‚¬â€œط¢آ 8/10/16 Bits, Percentages, or Floating-Point Valuesأ¢â‚¬آ¢ Display P3 Supportأ¢â‚¬آ¢ URL Scheme (colorpro:///#ffffff)Color Pro proudly does not collect user data nor does it use any ""privacy-preserving"" analytics. Your data is yours."
 CIDR Trainer  ," Description   CIDR Trainer trains users to perform network subnet calculations.  It uses directed training drills while providing documentation to instruct users to perform each step of network subnetting calculations.CIDR Trainer includes IPv4 and IPv6 CIDR calculators.Version 1.1 includes the following categories of drills:1-digit hexadecimal and binary drills2-digit hexadecimal and binary drillsIPv4 terminology drillsIPv4 prefix-length drillsIPv4 CIDR drillsIPv6 Address Shortening and Lengthening DrillsIPv6 Terminology DrillsIPv6 CIDR DrillsIPv4 and IPv6 CIDR CalculatorsYou may try each training drill for free 20 times.  After that you may try the other drills or purchase a permanent unlock of all training drills for a low price (see in-app purchases for the ""forever full-unlock"" price in your region).  One purchase unlocks all versions of the app (iOS, iPadOS, and MacOS).  CIDR Trainer uses iCloud to sync drill progress between your devices.Each training drill has a ""help"" button in the top-right which provides related documentationFull list of drills: (you may try them in any order)1-digit hex -> decimal1-digit decimal -> hex1-digit hex -> binaryBinary -> 1-digit hex4-digit binary -> decimalDecimal -> 4-digit binary1-bit AND2-digit hexadecimal -> decimal (easy multiples of 16)Decimal -> 2-digit hexadecimal (easy multiples of 16)2-digit hexadecimal -> binarybinary -> 2-digit hexadecimal2-digit hexadecimal -> decimalDecimal -> 2-digit hexadecimal8-digit binary -> decimalDecimal -> 8-digit binary8-bit ANDValid IPv4 address recognitionIPv4 address typesIPv4 prefix-length to binary netmaskIPv4 binary netmask to prefix-lengthIPv4 prefix-length to hexadecimal netmaskIPv4 hexadecimal netmask to prefix-lengthIPv4 prefix-length to dotted-decimal netmaskIPv4 dotted-decimal netmask to prefix-lengthIPv4 CIDR Drills:  Number of IPs in a CIDR  Number of usable unicast IPs in a CIDR  CIDR to network address in binary  CIDR to network address in decimal  Well-formed CIDR to broadcast address  Well-formed CIDR to first usable IP address  Well-formed CIDR to last usable IP addressIPv6 Address Shortening and Lengthening Drills:  IPv6 Hextet Shortening  IPv6 Hextet Lengthening  IPv6 Eight Hextet Shortening  IPv6 Eight Hextet Lengthening  IPv6 Double Colon Shortening  IPv6 Double Colon Lengthening  IPv6 Address Shortening  IPv6 Address LengtheningIPv6 Address TypesValid IPv6 SextetsValid IPv6 AddressesIPv6 CIDR (prefix / 16) drillIPv6 CIDR (prefix / 4) drillIPv6 CIDR (any prefix) drillIPv4 CIDR CalculatorIPv6 CIDR Calculator"
 1 Big App ," Description   18 Apps in 1: The Most Powerful App Available TodayNo need to download dozens of apps to your device anymore.All you need - 1 Big App for everyday tasks. Thatأ¢â‚¬â„¢s it!Clear out your computer screen and maximize your productivity. Itأ¢â‚¬â„¢s just that easy with 1 Big App.The Latest Version of Every AppWe provide you with access to the latest version of each of the 18 features in our app. You donأ¢â‚¬â„¢t need to redownload or change anything. Save time and frustration with everything you have ever needed!The 1 Big App Features* 3x image resizer: create 3x, 2x, and 1x sized images.* Convert images to JPEG* Convert images to PDF: combine to a single document or keep them separate* Image to text: our Optical Character Recognition (OCR) extracts text from any image. Use it on multiple images, or with just one.* Image metadata eraser: remove image metadata, like GPS location data, or anything else contained in the image EXIF data.* Mirror/flip images horizontally or vertically* Text randomizer: create a randomized list instantly.* Sort text ascending/descending* Blur face: add effortless privacy to your photos.* Codes generator: generate a list of product codes by tapping on the code and pasting it to PasteBoard. You can use it as a password generator as well.* Extract emails from long text* Resize single or batched images* Rotate images at lightning speed* Convert images to PNG* Thumbnail creator: generate thumbnails for your photos, videos or any other social media platforms* PDF merger: merge multiple documents into a single document* PDF page exporter: export specific pages from a PDF into a single document* Winners picker: paste a list of contestants and pick the winner.Subscription PackagesWe offer one-year, six-month, and one-month plans to our users. The subscription packages give access to all of the 18 features listed above. Payments will be charged to the userأ¢â‚¬â„¢s Apple ID at the confirmation of the purchase. Subscriptions will automatically renew unless user cancels them 24-hours in advance.More Features Coming SoonWe plan to add even more features into our 1 Big App. Stay tuned for updates.Cancel SubscriptionsManage and cancel your subscription in your account settings on the App Store.Have any questions? Please get in contact with our team. We want to ensure you have the best possible experience with our apps.-------Payments are charged to the userأ¢â‚¬â„¢s Apple ID account at confirmation of purchase.Subscriptions automatically renew unless the user cancels at least 24 hours before the end of the current period.The account is charged for renewal within 24-hours before the end of the current period.Users can manage and cancel subscriptions in their account settings on the App Store.Terms of use: https://1big.app/1-big-app-privacy-policy/"
